id,Nombre,codigo,localidad_id,active
1158,LA UNION,,5,TRUE
1160,NARINO SUR,,4,TRUE
1161,LA ALAMEDA,,3,TRUE
1535,LA FLORESTA DE LA SABANA,,1,TRUE
1105,EL MIRADOR II,204107,19,TRUE
107,PARQUE NACIONAL,008102,3,TRUE
239,CHIGUAZA RURAL,101308,5,TRUE
449,SAN VICENTE FERRER,002402,6,TRUE
814,BARAJAS NORTE,107109,11,TRUE
345,CURUBITAL,102911,5,TRUE
370,TIBAQUE SUR,102407,5,TRUE
625,ALQUERIA LA FRAGUA NORTE,004542,16,TRUE
873,VILLA ALCAZAR,009263,11,TRUE
746,BELLAVISTA OCCIDENTAL,005503,12,TRUE
692,EL PANTANO,106201,10,TRUE
176,BOSQUE IZQUIERDO,008106,3,TRUE
431,ARBORIZADORA BAJA,002432,19,TRUE
224,TIBAQUE I,201306,4,TRUE
110,PALERMO,007205,13,TRUE
113,PARDO RUBIO RURAL,201509,2,TRUE
236,SAN VICENTE,001309,4,TRUE
717,VILLA AMALIA,005648,10,TRUE
1011,LOS MOLINOS,001417,18,TRUE
590,DINDALITO.,004612,8,FALSE
581,EL PARAISO,004603,8,TRUE
799,LOS ARRAYANES DE SUBA,009143,11,TRUE
237,NUEVA DELHI,001323,4,TRUE
468,EL REMANSO I,004625,7,TRUE
377,EL NEVADO,002631,5,TRUE
223,QUINTA RAMOS,001206,4,TRUE
238,JUAN REY (LA PAZ),001325,5,TRUE
378,LA AURORA,002503,5,TRUE
992,SANTA MATILDE,004209,16,TRUE
122,INGEMAR ORIENTAL RURAL,101103,2,TRUE
71,LAS MARGARITAS,008530,1,TRUE
1047,LUCERO ALTO,002521,19,TRUE
932,ESTACION CENTRAL,006204,16,TRUE
924,GALERIAS,007207,13,TRUE
429,ABRAHAM LINCOLN,002507,18,TRUE
881,SIMON BOLIVAR,005205,12,TRUE
943,SANTA ISABEL,004108,16,TRUE
531,NUEVA GRANADA BOSA,004527,7,TRUE
993,AUTOPISTA MUZU,004403,16,TRUE
240,VELODROMO,001114,4,TRUE
677,CAPELLANIA,006302,9,TRUE
212,EL PINAR,001324,4,TRUE
145,LA CABRERA,008309,2,TRUE
123,CONCEPCION NORTE,007304,12,TRUE
1013,HOSPITAL SAN CARLOS,001403,18,TRUE
232,LAS GAVIOTAS,001334,5,TRUE
1064,LA PRADERA,002437,19,TRUE
1065,JERUSALEN,002434,19,TRUE
624,LA CAMPINA,004506,8,TRUE
172,LAS NIEVES,003102,3,TRUE
242,LAS GUACAMAYAS I,001355,4,TRUE
1067,MEXICO,002516,19,TRUE
679,BOSQUE DE MODELIA,006316,9,TRUE
896,SAN FERNANDO,005203,12,TRUE
897,DOCE DE OCTUBRE,005202,12,TRUE
556,CIUDAD KENNEDY SUR,004507,8,TRUE
755,VILLA DEL MAR,005680,10,TRUE
245,YOMASA,001350,5,TRUE
241,VEINTE DE JULIO,001405,18,TRUE
217,SANTA INES SUR,001308,4,TRUE
695,CHARCO URBANO,006411,9,TRUE
159,LOS ROSALES,008304,2,TRUE
745,SAN JOAQUIN,005509,10,TRUE
153,ESPARTILLAL,008312,2,TRUE
616,VEREDA EL TINTAL RURAL,105105,9,TRUE
1068,CENTRAL DE MEZCLAS,002562,19,TRUE
243,GUACAMAYAS II,001352,4,TRUE
1124,QUIBA I,002456,19,TRUE
244,SAN MARTIN SUR,001321,18,TRUE
380,DUITAMA,002550,5,TRUE
681,MODELIA OCCIDENTAL,006312,9,TRUE
898,ALCAZARES,007302,12,TRUE
382,EL NEVADO II,002629,5,TRUE
899,SAN MIGUEL,005103,12,TRUE
617,VEREDA EL TINTAL,205102,9,TRUE
383,EL PEDREGAL,002563,5,TRUE
90,SAN GABRIEL NORTE II,008426,1,TRUE
149,JUAN XXIII,007402,12,TRUE
150,EL RETIRO,008310,2,TRUE
770,LOS ALAMOS,005625,10,FALSE
152,EL BAGAZAL,101101,2,TRUE
688,SAN PEDRO,105103,9,TRUE
904,ALCAZARES NORTE,007404,12,TRUE
506,EL CORZO RURAL,105314,7,TRUE
228,SANTA ANA SUR,001111,4,TRUE
869,SAN CAYETANO,009230,11,TRUE
291,EL PARAISO,001329,4,TRUE
1536,ALTO DE SERREZUELA,,1,TRUE
946,LA FRAGUA,002107,16,TRUE
962,RESTREPO,002103,18,TRUE
428,TUNAL ORIENTAL,002401,18,TRUE
421,SAMORE,002406,18,TRUE
937,LA SABANA,004102,14,TRUE
174,BUENOS AIRES,001102,4,TRUE
1043,SAN ANTONIO DEL MIRADOR,002451,19,TRUE
1101,LA VALVANERA,002455,19,TRUE
1019,LA RESURRECCION I,001431,18,TRUE
205,RAMIREZ,003210,4,TRUE
977,SALAZAR GOMEZ,006212,16,TRUE
780,SANTA MARIA,005602,10,TRUE
322,LA HUERTA,002636,5,TRUE
323,EL BOSQUE SUR ORIENTAL RURAL I,102310,5,FALSE
326,CENTRO USME RURAL I,102602,5,TRUE
610,VISION DE ORIENTE,006503,9,TRUE
565,LLANO GRANDE,004562,8,TRUE
662,PUEBLO VIEJO,005673,9,TRUE
1044,SANTO DOMINGO,002426,19,TRUE
1127,CONCEPCION,109110,20,TRUE
234,SAN RAFAEL USME,001322,5,TRUE
529,TUNDAMA,004515,8,TRUE
925,RAFAEL NUNEZ,005117,13,TRUE
1026,CARMEN DEL SOL,001434,18,TRUE
1131,BETANIA,103201,20,TRUE
1132,TAQUECITOS,103102,20,TRUE
1136,LAS AURAS,103105,20,TRUE
287,PUENTE COLORADO,001317,4,TRUE
288,SANTA RITA SUR ORIENTAL,001328,4,TRUE
347,EL ISTMO,103202,20,TRUE
1046,MILLAN,002502,19,TRUE
289,VILLABEL,001332,5,TRUE
290,NUEVA GLORIA,001320,4,TRUE
299,BRAZUELOS OCCIDENTAL,002591,19,TRUE
337,LAS MARGARITAS,102113,19,TRUE
338,LOS ARRAYANES,102111,20,TRUE
339,EL HATO,102112,19,TRUE
566,TINTALITO,004617,8,TRUE
340,SAN BENITO,102909,5,TRUE
341,LOS ANDES,102114,5,TRUE
342,ARRAYAN,102910,20,TRUE
343,CHISACA,102116,20,TRUE
344,LA UNION,102115,20,FALSE
346,EL TABACO,103203,20,TRUE
34,EL VERVENAL,008526,1,TRUE
1125,LA TORRE,002581,19,TRUE
440,RONDA,002518,19,TRUE
214,TIBAQUE,101306,5,TRUE
552,MARIA PAZ,006517,8,TRUE
569,CHUCUA DE LA VACA II,004620,8,TRUE
479,SAN MARTIN,004592,7,TRUE
119,SAGRADO CORAZON,008101,3,TRUE
1083,CIUDAD BOLIVAR,002453,19,TRUE
349,LOS SOCHES,001344,5,TRUE
1029,EL MOCHUELO II NORTE,204129,19,TRUE
1134,LAGUNA VERDE,103204,20,TRUE
482,SAN BERNARDINO XXII URBANO,004577,7,TRUE
1084,POTOSI,002431,19,TRUE
4,LA ESTRELLITA,208203,1,TRUE
438,MARCO FIDEL SUAREZ,001410,18,TRUE
792,PORTALES DEL NORTE,009135,11,TRUE
355,LA REFORMA,002627,5,TRUE
246,BOLONIA I,002626,5,TRUE
357,JUAN JOSE RONDON I,001336,5,TRUE
184,LA CATEDRAL,003110,17,TRUE
1040,EL MOCHUELO,002584,19,TRUE
795,EL PINO,009213,11,TRUE
185,CENTRO ADMINISTRATIVO,003106,17,TRUE
945,EL VERGEL,004106,15,TRUE
980,LA TRINIDAD,004306,16,TRUE
995,AUTOPISTA MUZU ORIENTAL,004413,16,TRUE
1098,LAGUNITAS URBANO,002595,19,TRUE
1001,LA CONCORDIA,003104,17,TRUE
1069,QUIBA ALTO,104114,19,TRUE
247,SAN CRISTOBAL SUR,001108,4,TRUE
300,EL NUEVO PORTAL,002616,5,TRUE
5,NUEVA ZELANDIA,009120,11,TRUE
47,RINCON DEL CHICO,008411,1,TRUE
360,SERRANIAS I,002576,5,TRUE
1537,BALCONES DE VISTA HERMOSA,,1,TRUE
361,LAS VIOLETAS,002633,5,TRUE
1071,PARAISO QUIBA,002565,19,TRUE
18,SAN ANTONIO NORTE,008523,1,TRUE
1070,CARACOLI,002445,19,TRUE
197,LOURDES,003212,17,TRUE
1538,BALMORAL NORTE,,1,TRUE
936,RICAURTE,004101,16,TRUE
654,SAN JOSE DE FONTIBON,006403,9,TRUE
879,EL ROSARIO,005104,13,TRUE
522,VILLA ANNY I,004598,7,TRUE
433,EL CHIRCAL SUR,002435,19,TRUE
969,SAN GABRIEL,004307,16,TRUE
971,COLON,004308,16,TRUE
609,LAS ACACIAS RURAL,205225,8,TRUE
985,TIBANA,004212,16,TRUE
623,TIMIZA A,004518,8,TRUE
838,TIBABUYES UNIVERSAL,009225,11,TRUE
982,REMANSO,004402,16,TRUE
104,INGEMAR,008215,2,TRUE
1061,BELLAVISTA,002436,19,TRUE
620,ROMA,004534,8,TRUE
596,CASABLANCA,004537,8,TRUE
49,CANTAGALLO,009103,11,TRUE
410,MOCHUELO ALTO RURAL,104131,19,TRUE
840,PUERTA DEL SOL,009203,11,TRUE
961,SEVILLA,001201,15,TRUE
527,ANDALUCIA II,004553,8,TRUE
887,CAMPIN OCCIDENTAL,005105,13,TRUE
690,LA ESPERANZA NORTE,006303,10,TRUE
467,GRAN BRITALIA,004557,8,TRUE
169,VOTO NACIONAL,004103,14,TRUE
48,SANTA TERESA,008503,1,TRUE
1056,COMPARTIR,002504,19,TRUE
634,GUADALUPE,004563,19,TRUE
910,ALFONSO LOPEZ,007209,13,TRUE
459,JORGE URIBE BOTERO,004568,8,TRUE
542,LA PAMPA,006511,8,TRUE
723,GARCES NAVAS ORIENTAL,005628,10,TRUE
724,BOCHICA,005632,10,TRUE
15,EL CEREZO,008527,11,TRUE
484,ESCOCIA,004579,7,TRUE
637,TIMIZA C,004581,8,TRUE
115,SUCRE,008112,3,TRUE
483,SAN ANTONIO,004594,7,TRUE
631,ALQUERIA LA FRAGUA II,004596,8,TRUE
21,TORCA I,008539,1,TRUE
544,MARSELLA,006502,9,TRUE
878,LA MERCED NORTE,007301,12,TRUE
815,TUNA RURAL,107106,11,TRUE
545,CAMPO HERMOSO,004558,8,TRUE
475,BRASIL,004622,8,TRUE
783,LAS MERCEDES SUBA,009239,11,TRUE
1539,CHAPARRAL,,1,TRUE
788,IRAGUA,009247,11,TRUE
7,BARRANCAS ORIENTAL,108103,1,TRUE
645,LOS ALAMOS,005626,10,TRUE
11,LA GRANJA NORTE,008524,1,TRUE
800,LAS MERCEDES I,009243,11,TRUE
16,EL ROCIO NORTE,008522,1,TRUE
17,LA ESTRELLITA III,008547,1,TRUE
779,GRAN GRANADA,005654,10,TRUE
691,EL CEDRO,005662,10,FALSE
805,DELMONTE,009246,11,TRUE
804,SAN JOSE V SECTOR,009134,11,TRUE
809,CASABLANCA SUBA II,107111,11,TRUE
166,SANTA FE,006103,14,TRUE
705,CIUDAD BACHUE II,005682,10,TRUE
890,JORGE ELIECER GAITAN,005201,12,TRUE
22,TORCA RURAL I,108101,1,TRUE
810,GUAYMARAL,107101,11,TRUE
546,TAIRONA,004564,8,TRUE
547,PROVIVIENDA OCCIDENTAL,004613,8,FALSE
102,SIBERIA,101502,3,TRUE
818,NUESTRA SENORA DEL ROSARIO,009140,11,TRUE
25,TORCA RURAL II,108110,11,TRUE
933,SAMPER MENDOZA,006108,14,TRUE
914,LA FLORIDA OCCIDENTAL,006203,16,TRUE
640,CENTRO INDUSTRIAL,006218,16,TRUE
641,SALITRE OCCIDENTAL,006313,13,TRUE
683,MODELIA,006311,10,TRUE
28,CANAIMA,008544,1,TRUE
820,CASABLANCA SUBA URBANO I,009138,11,TRUE
31,TIBABITA I,008542,1,TRUE
29,TIBABITA,008521,1,TRUE
712,VILLAS DE GRANADA,005647,10,TRUE
454,SAN BERNARDINO XIX,205319,7,TRUE
966,GORGONZOLA,004207,16,TRUE
967,EL EJIDO,006206,16,TRUE
162,ARMENIA,007105,14,TRUE
457,CHICALA,004605,8,TRUE
103,QUESADA,007204,13,TRUE
970,INDUSTRIAL CENTENARIO,006205,16,TRUE
165,SAMPER,008108,13,TRUE
561,LAS DOS AVENIDAS,006508,8,TRUE
1613,UNICERROS,,1,TRUE
1614,LA CRISTALINA,,1,TRUE
555,CIUDAD KENNEDY ORIENTAL,004510,8,TRUE
108,PARQUE NACIONAL ORIENTAL,101405,17,TRUE
106,PARDO RUBIO,008208,2,TRUE
974,BARCELONA,004303,16,TRUE
469,BOSA NOVA EL PORVENIR,004580,7,TRUE
151,LAGO GAITAN,008313,12,TRUE
976,SAN RAFAEL,004302,16,TRUE
472,LAS MARGARITAS,004316,8,TRUE
917,PUENTE ARANDA,006215,16,TRUE
919,EL RECUERDO,006201,13,TRUE
563,CIUDAD KENNEDY NORTE,004514,8,TRUE
920,LA SOLEDAD,007101,13,TRUE
922,ACEVEDO TEJADA,005107,13,TRUE
13,EL TOBERIN,008501,1,TRUE
478,SAN BERNARDINO XXII,105322,7,TRUE
570,HIPOTECHO,004501,8,TRUE
571,TECHO,004548,8,TRUE
481,BETANIA,004628,8,TRUE
1615,PRADOS DEL COUNTRY,,1,TRUE
1616,RECODO DEL COUNTRY,,1,TRUE
1617,SANTA COLOMA,,1,TRUE
1618,SOATAMA,,1,TRUE
578,VILLA NELLY III SECTOR,004578,8,TRUE
579,CIUDAD KENNEDY CENTRAL,004511,8,TRUE
639,CIUDAD SALITRE SUR-ORIENTAL,006217,13,TRUE
580,LOS ALMENDROS,004609,8,TRUE
485,OSORIO XII,004615,8,TRUE
582,VALLADOLID,006515,8,TRUE
584,EL JAZMIN,004611,8,TRUE
585,GRANJAS DE TECHO,006306,16,TRUE
126,HOYA TEUSACA,101201,4,TRUE
488,OSORIO X,105210,8,TRUE
1619,TOLEDO,,1,TRUE
1620,TORRES DEL COUNTRY,,1,TRUE
1621,VERGEL DEL COUNTRY,,1,TRUE
1622,CAMPO ALEGRE,,1,TRUE
1623,MOLINOS DEL NORTE,,1,TRUE
1624,MULTICENTRO,,1,TRUE
10,BRITALIA,009102,11,TRUE
307,EL NUEVO PORTAL II,002620,5,TRUE
927,BANCO CENTRAL,007208,13,TRUE
591,EL PARAISO BOSA,004541,8,TRUE
1072,LUCERO DEL SUR,002517,19,TRUE
168,SAN MARTIN,008109,3,TRUE
309,EL UVAL RURAL,102502,5,TRUE
592,PASTRANA,004525,8,TRUE
129,QUINTA CAMACHO,008201,12,TRUE
1625,NAVARRA,,1,TRUE
1626,SANTA BARBARA,,1,TRUE
1627,SANTA PAULA ,,1,TRUE
1015,SAN JORGE SUR,001411,18,TRUE
292,EL PORTAL URBANO,002642,5,TRUE
495,LA VEGA SAN BERNARDINO,004624,7,TRUE
248,LA VICTORIA,001310,4,TRUE
652,ATAHUALPA,006416,9,TRUE
30,BUENAVISTA,008535,1,TRUE
548,CASTILLA,006506,8,TRUE
550,BAVARIA,006504,8,TRUE
551,LUSITANIA,006509,16,TRUE
456,CIUDADELA EL RECREO II,004638,7,TRUE
911,QUINTA PAREDES,006209,13,TRUE
105,MARLY,008212,2,TRUE
912,FLORIDA,006101,14,TRUE
35,BOSQUE DE PINOS I,008536,1,TRUE
812,LA CANDELARIA,009141,11,TRUE
702,VILLAS DE GRANADA I,005649,10,TRUE
703,BOLIVIA,005622,10,FALSE
725,LAS FERIAS,005404,12,TRUE
643,FRANCO,006308,9,TRUE
882,QUINTA MUTIS,007308,12,TRUE
832,EL POA,009211,11,TRUE
823,RIONEGRO,005308,12,TRUE
968,SAN FRANCISCO,004206,16,TRUE
913,CENTRO NARINO,006210,16,TRUE
131,EL BAGAZAL,008319,2,FALSE
458,VILLAS DEL PROGRESO,004567,7,TRUE
553,CIUDAD KENNEDY OCCIDENTAL,004508,8,TRUE
793,SABANA DE TIBABUYES,009232,11,TRUE
604,GALAN,004627,8,TRUE
709,CIUDAD BACHUE I ETAPA,005631,10,TRUE
376,ALASKA,002551,5,TRUE
711,CLUB DE LOS LAGARTOS,009121,11,TRUE
714,LUIS CARLOS GALAN,005661,11,TRUE
786,PINOS DE LOMBARDIA,009245,11,TRUE
606,LAS ACACIAS,004626,8,TRUE
607,NUEVO TECHO,006507,9,TRUE
798,SAN CARLOS DE SUBA,009251,11,TRUE
460,CHICO SUR,004595,7,TRUE
829,SANTA RITA DE SUBA,009255,11,TRUE
43,PARAMO,108104,2,TRUE
718,GARCES NAVAS,005627,10,TRUE
861,ALTOS DE SUBA,009260,11,TRUE
1540,EL CODITO,,1,TRUE
1541,EL REFUGIO DE SAN ANTONIO,,1,TRUE
1542,EL VERBENAL,,1,TRUE
1543,HORIZONTES,,1,TRUE
1544,LA FRONTERA,,1,TRUE
1545,LA LLANURITA,,1,TRUE
1546,LOS CONSUELOS,,1,TRUE
1547,MARANTA,,1,TRUE
1548,MATURIN,,1,TRUE
1549,MEDELLIN,,1,TRUE
1550,MIRADOR DEL NORTE,,1,TRUE
1551,NUEVO HORIZONTE,,1,TRUE
1552,SANTA FELISA,,1,TRUE
1553,SANTANDERSITO,,1,TRUE
1554,VIÑA DEL MAR,,1,TRUE
1555,BOSQUE DE SAN ANTONIO ,,1,TRUE
1556,CONJUNTO CAMINO DEL PALMAR,,1,TRUE
1557,EL PITE,,1,TRUE
1558,LOS NARANJOS,,1,TRUE
1559,SAN JUAN BOSCO,,1,TRUE
1560,URBANIZACION LOS LAURELES,,1,TRUE
1561,AINSUCA,,1,TRUE
1562,ALTABLANCA,,1,TRUE
1563,CALIFORNIA,,1,TRUE
1564,CERRO NORTE,,1,TRUE
1565,DANUBIO,,1,TRUE
1566,DON BOSCO,,1,TRUE
1567,LA PERLA ORIENTAL,,1,TRUE
1568,LAS ARENERAS,,1,TRUE
1569,MILAN BARRANCAS,,1,TRUE
1570,SANTA CECILIA NORTE PARTE ALTA,,1,TRUE
1571,SANTA CECILIA PARTE BAJA,,1,TRUE
1572,SORATAMA,,1,TRUE
1573,TORCOROMA,,1,TRUE
1574,VILLA NYDIA,,1,TRUE
1575,VILLA OLIVA,,1,TRUE
1576,BABILONIA,,1,TRUE
1577,DARDANELOS,,1,TRUE
1578,GUANOA,,1,TRUE
1579,JARDIN NORTE,,1,TRUE
1580,PANTANITO,,1,TRUE
1581,SANTA MONICA,,1,TRUE
1582,VILLA MAGDALA,,1,TRUE
1583,VILLAS DE ARANJUEZ,,1,TRUE
1584,VILLAS DEL MEDITERRANEO,,1,TRUE
1585,ZARAGOZA,,1,TRUE
1586,ACACIAS,,1,TRUE
1587,ANTIGUA,,1,TRUE
1588,BELMIRA,,1,TRUE
1589,CAPRI,,1,TRUE
1590,CEDRO BOLIVAR,,1,TRUE
1591,CEDRO GOLF,,1,TRUE
1592,CEDRO MADEIRA,,1,TRUE
1593,EL RINCON DE LAS MARGARITAS,,1,TRUE
1594,LA SONORA,,1,TRUE
1595,LISBOA ,,1,TRUE
1596,LOS CEDROS ,,1,TRUE
1597,MONTEARROYO,,1,TRUE
1598,NUEVA AUTOPISTA,,1,TRUE
1599,NUEVO COUNTRY,,1,TRUE
1600,SIERRAS DEL MORAL,,1,TRUE
1601,BELLA SUIZA ,,1,TRUE
1602,BELLAVISTA,,1,TRUE
1603,BOSQUE MEDINA,,1,TRUE
1604,EL PAÑUELITO,,1,TRUE
1605,EL PEDREGAL,,1,TRUE
1606,FRANCISCO MIRANDA,,1,TRUE
1607,LA GLORIETA,,1,TRUE
